Id,Cluster,Label
580,529,masuk
581,530,patah
582,531,masyarakat
583,532,citata
584,533,liar
585,534,timur
586,535,air
587,536,makin
588,537,diangkat
589,538,instansi
590,539,pedestrian
591,540,tp
592,541,marka
593,542,memasang
594,543,preman
595,544,kok
596,545,besi
597,546,ruko
598,547,diasphal
599,548,badan
600,549,garasi
601,550,barat
602,551,indah
603,552,hujan
604,553,sekolah
605,554,kemacetan
606,555,tinggal
607,556,tembok
608,557,hilang
609,558,boleh
610,559,utk
611,560,lubang
612,561,sama
613,562,pelanggaran
614,563,kemana
615,564,setiap
616,565,stasiun
617,566,ketua
618,567,kering
619,568,bahaya
620,569,pancoran
621,570,parah
622,571,spanduk
623,572,penerangan
624,573,sedang
625,574,kepala
626,575,lampu
627,576,because
628,577,atap
629,578,dekat
630,579,tanah
631,580,tersebut
632,581,perbaiki
633,582,plang
634,583,perumahan
635,584,rindang
636,585,tangga
637,586,cpt
638,587,mengingat
639,588,gak
640,589,proses
641,590,khususnya
642,591,kebiasaan
643,592,ditambah
644,593,kenapa
645,594,khususnya
646,355,diatas
647,595,kotoran
648,596,total
649,597,milik
650,598,aspal
651,599,dilakukan
652,61,penertiban
653,600,penertiban
654,601,terpasang
655,602,pintu
656,603,sesuai
657,604,batang
658,605,tumpukan
659,606,kawasan
660,607,pajak
661,511,pelayanan
662,608,bebas
663,609,poster
664,610,membersihkan
665,611,sepeda
666,612,unit
667,613,kabel
668,614,pertigaan
669,615,parkir
670,616,mangkal
671,617,tetap
672,618,milik
673,619,unjuk
674,620,pj
675,621,perumahan
676,523,cat
677,622,got
678,523,cat
679,623,kategori
680,624,wajib
681,625,tlg
682,626,banjir
683,627,bagus
684,628,persimpangan
685,629,air
686,630,ruang
687,631,padam
688,450,lansia
689,632,air
690,633,pju
691,634,diberikan
692,635,jalannya
693,636,enak
694,637,perbaiki
695,638,macet
696,639,jatuh
697,640,dibersihkan
698,641,terakhir
699,642,perhubungan
700,643,sepeda
701,644,jpo
702,645,selesai
703,646,tp
704,647,pak
705,648,bikin
706,489,tinggal
707,649,trims
708,650,citata
709,651,pengendara
710,652,mobil
711,653,inap
712,654,cawang
713,655,lantai
714,656,kotor
715,657,kabel
716,658,gedung
717,659,salam
718,660,potensi
719,661,khawatir
720,662,pkl
721,663,pakai
722,664,arah
723,665,bolong
724,666,dicopot
725,667,nanti
726,668,akses
727,669,buang
728,670,yg
729,671,menggangu
730,672,kendaraan
731,673,efek
732,674,terus
733,675,rapi
734,676,perempatan
735,677,tiang
736,678,nya
737,679,inap
738,370,soal
739,680,belum
740,681,menurut
741,509,ptsp
742,682,bilang
743,683,ptsp
744,684,bahaya
745,685,dulu
746,686,dulu
747,687,rapihkan
748,688,gak
749,689,nunggu
750,511,pelayanan
751,690,dg
752,691,dg
753,692,foto
754,693,pekerjaan
755,694,aliran
756,695,pd
757,696,mengakibatkan
758,697,buang
759,698,bersihkan
760,699,berderet
761,700,tau
762,701,ptsp
763,702,dr
764,703,dibongkar
765,704,pj
766,705,lantai
767,706,traffic
768,707,lantai
769,708,got
770,709,bersihkan
771,710,air
772,711,stop
773,712,quot
774,713,rumput
775,714,coretan
776,715,kurang
777,716,makin
778,717,pembatas
779,718,bantu
780,719,kabel
781,720,cek
782,721,nama
783,722,citata
784,723,kabel
785,722,citata
786,724,contoh
787,725,sedikit
788,726,pembangunan
789,727,satpol
790,728,oknum
791,729,fasos
792,730,perbaikan
793,731,lantai
794,1698,pelanggaran
795,1698,pelanggaran
796,732,ranting
797,733,sehingga
798,734,kabel
799,735,dalam
800,736,petugas
801,737,larangan
802,738,jak
803,739,ditemukan
804,740,rumput
805,740,rumput
806,741,deras
807,742,pj
808,743,dibenahi
809,744,dibenahi
810,745,tiba
811,746,menggangu
812,747,jgn
813,748,kemacetan
814,749,trotoar
815,750,batang
816,751,tindaklanjuti
817,752,bantu
818,753,terpasang
819,754,lantai
820,755,bilang
821,714,coretan
822,756,baliho
823,1698,pelanggaran
824,757,pelanggaran
825,758,pelanggaran
826,759,angkut
827,760,terlalu
828,761,berpotensi
829,705,lantai
830,762,toko
831,763,berpotensi
832,764,lantai
833,765,dijalan
834,766,pelanggaran
835,1698,pelanggaran
836,767,perhatian
837,768,lurah
838,769,efek
839,770,padam
840,771,berlubang
841,628,persimpangan
842,772,toping
843,773,ujung
844,774,sepeda
845,775,reklame
846,776,hati
847,777,light
848,778,total
849,779,gorong
850,780,kebakaran
851,781,selatan
852,782,tutup
853,783,org
854,784,garasi
855,785,bekas
856,786,pertamanan
857,787,sebagian
858,788,khusus
859,789,jln
860,790,pedagang
861,791,mati
862,792,tinggi
863,199,milik
864,793,lain
865,794,pos
866,795,sepeda
867,796,ojol
868,797,merusak
869,798,kena
870,799,karung
871,800,diangkat
872,801,ya
873,802,ditaruh
874,803,pemukiman
875,804,bener
876,805,acara
877,806,berserakan
878,807,berfungsi
879,808,lubang
880,809,coba
881,810,asap
882,811,pinggir
883,812,kendaraan
884,813,jpo
885,814,pam
886,815,tertibkan
887,816,pam
888,817,dekat
889,818,kotoran
890,61,penertiban
891,819,posisi
892,820,parkir
893,821,penertiban
894,822,bener
895,823,kalideres
896,511,pelayanan
897,824,makan
898,825,perubahan
899,826,ketua
900,827,sekitarnya
901,828,atap
902,829,sebelum
903,830,kawasan
904,831,lewat
905,832,perhatian
906,833,berlubang
907,834,wanita
908,835,penghuni
909,836,sembarangan
910,837,ngetem
911,838,an
912,839,bermotor
913,840,berani
914,841,lagi
915,842,blok
916,843,bila
917,844,menyalahi
918,511,pelayanan
919,845,proses
920,846,berjalan
921,847,dikordinasi
922,848,halte
923,128,ditemukan
924,128,ditemukan
925,128,ditemukan
926,849,takut
927,850,berderet
928,851,poster
929,852,bergelombang
930,853,stop
931,854,sampah
932,855,masuk
933,856,mereka
934,857,rawan
935,858,bantuannya
936,859,mungkin
937,860,perempatan
938,861,tiang
939,862,derek
940,863,kantor
941,864,bambu
942,865,baru
943,866,diangkat
944,867,minta
945,868,pertamanan
946,869,diangkat
947,870,sekolah
948,871,rapih
949,872,diganti
950,873,kalian
951,874,org
952,875,memenuhi
953,876,kereta
954,877,kembali
955,878,kosong
956,879,berantakan
957,880,jatuh
958,881,kecelakaan
959,882,kepala
960,883,sepeda
961,884,air
962,885,lama
963,886,batang
964,887,solusi
965,888,marka
966,889,bayar
967,890,kali
968,891,tl
969,892,pd
970,1698,pelanggaran
971,893,air
972,894,selokan
973,128,ditemukan
974,895,ditemukan
975,896,perhubungan
976,897,bikin
977,898,poster
978,899,ditemukan
979,900,ditemukan
980,901,rindang
981,902,rokok
982,903,pemukiman
983,904,tumbang
984,905,mengenai
985,128,ditemukan
986,906,poster
987,907,lagi
988,908,semua
989,909,pinggir
990,910,pekerjaan
991,911,pakai
992,912,terganggu
993,913,tebang
994,914,kejahatan
995,128,ditemukan
996,915,thd
997,916,bermain
998,917,utk
999,128,ditemukan
1000,918,hilang
1001,919,berat
1002,920,pot
1003,921,bahu
1004,922,quot
1005,923,angkut
1006,924,baliho
1007,925,ogah
1008,926,membuat
1009,927,reklame
1010,928,bus
1011,929,penerangan
1012,930,tiang
1013,931,sda
1014,932,roda
1015,933,parkir
1016,934,lawan
1017,935,kantor
1018,936,kali
1019,937,berpotensi
1020,938,tingkat
1021,939,deras
1022,940,tumbang
1023,941,adanya
1024,942,macet
1025,943,kendaraan
1026,944,alasan
1027,945,pju
1028,946,membahayakan
1029,947,yg
1030,948,melewati
1031,949,rumput
1032,949,rumput
1033,950,efek
1034,951,hampir
1035,952,saluran
1036,953,mau
1037,954,kalian
1038,955,naik
1039,956,kejahatan
1040,957,menjuntai
1041,958,pelanggaran
1042,959,sejak
1043,960,pidana
1044,961,gubernur
1045,962,bermain
1046,963,inap
1047,964,pungli
1048,965,daun
1049,966,dipangkas
1050,967,dipangkas
1051,968,hidup
1052,969,beton
1053,970,izin
1054,971,circlekstores
1055,972,tak
1056,973,penerangan
1057,974,barang
1058,975,papan
1059,976,seenaknya
1060,977,diangkat
1061,978,pd
1062,979,dipangkas
1063,980,aparat
1064,981,pohon
1065,980,aparat
1066,982,sehat
1067,983,lalin
1068,984,lalin
1069,985,karung
1070,128,ditemukan
1071,986,pohon
1072,987,pemerintahan
1073,988,kotor
1074,989,ditertibkan
1075,990,dipangkas
1076,991,sekolah
1077,992,rendah
1078,993,ranting
1079,994,pajak
1080,995,deras
1081,592,ditambah
1082,996,menggangu
1083,997,poster
1084,998,semakin
1085,999,lawan
1086,1000,datang
1087,1001,rendah
1088,1002,genangan
1089,1003,lain
1090,1004,bekerja
1091,1005,mampet
1092,1006,dilakukan
1093,1007,roboh
1094,1008,antrian
1095,1009,setiap
1096,1010,bakar
1097,1011,stasiun
1098,1012,dijadikan
1099,1013,dibuatkan
1100,1014,bus
1101,502,kencang
1102,1015,pagar
1103,1016,ayat
1104,1017,toping
1105,1018,perempatan
1106,1019,tikungan
1107,1020,akses
1108,1021,banjir
1109,1022,apa
1110,128,ditemukan
1111,1023,pohon
1112,1024,beberapa
1113,1025,ojol
1114,846,berjalan
1115,1026,puing
1116,1027,diasphal
1117,1028,anak
1118,1029,hujan
1119,1030,pake
1120,1031,makin
1121,1032,issue
1122,1033,penutup
1123,1034,naik
1124,1035,sini
1125,1036,selatan
1126,1037,reklame
1127,1038,yg
1128,1039,mangkal
1129,1040,penerangan
1130,1041,air
1131,1042,pju
1132,590,khususnya
1133,1043,trotoar
1134,1044,lima
1135,1045,ga
1136,1046,buang
1137,949,rumput
1138,949,rumput
1139,1047,utara
1140,1048,dipangkas
1141,1049,tlg
1142,1050,seberang
1143,1051,penerangan
1144,1052,merah
1145,1053,terjadi
1146,1054,pt
1147,1055,pj
1148,1056,lampu
1149,1057,barat
1150,1058,paling
1151,1059,mengganggu
1152,1060,mati
1153,1061,pengguna
1154,1062,besar
1155,1063,rapihkan
1156,1064,pak
1157,1065,utk
1158,1066,mampet
1159,1067,rendah
1160,1068,inap
1161,1069,dahan
1162,1070,topping
1163,1071,tuh
1164,1072,penutup
1165,1073,imb
1166,1074,digunakan
1167,1075,penutup
1168,1076,pertigaan
1169,1077,memakan
1170,1078,bina
1171,1079,kereta
1172,1080,penanganan
1173,1081,kena
1174,1082,kereta
1175,1083,jalanan
1176,1084,permanen
1177,1085,sisa
1178,1086,berjualan
1179,1087,supaya
1180,1088,blm
1181,1089,blm
1182,1090,rimbun
1183,1091,separator
1184,1092,rumah
1185,1093,malam
1186,1094,baliho
1187,1095,surat
1188,882,kepala
1189,1096,puing
1190,1097,ad
1191,1098,fasum
1192,1099,parkir
1193,1100,jaring
1194,1101,acara
1195,1102,sdh
1196,1103,termasuk
1197,1104,ganti
1198,1105,bambu
1199,1106,pak
1200,1107,orang
1201,1108,pinggir
1202,1109,rapat
1203,1110,minta
1204,1111,ditambah
1205,1112,jakut
1206,1113,puluhan
1207,1114,perda
1208,1115,alat
1209,1116,kejahatan
1210,1117,halte
1211,1118,kendaraan
1212,1119,pembakaran
1213,1120,kejahatan
1214,1121,berupa
1215,1122,lansia
1216,1123,begini
1217,1124,bpk
1218,1125,aspal
1219,1126,sehat
1220,1127,terganggu
1221,1128,bergelombang
1222,1129,berdiri
1223,1130,mangkal
1224,1131,sepeda
1225,1132,mobil
1226,58,rawamangun
1227,1133,amblas
1228,1134,gini
1229,1135,bantuannya
1230,1136,warna
1231,1137,harusnya
1232,1138,benar
1233,1139,circlekstores
1234,1140,no
1235,1141,parkir
1236,1142,halte
1237,1143,penopingan
1238,1144,banjir
1239,1145,lurah
1240,1146,lampu
1241,1147,menggunakan
1242,1148,penopingan
1243,1149,crm
1244,1150,antrian
1245,1151,online
1246,1152,sekolah
1247,1153,rapihkan
1248,1154,punya
1249,1155,pohon
1250,1156,dishub
1251,1157,pengurus
1252,774,sepeda
1253,22,kuning
1254,1158,khususnya
1255,1159,air
1256,1160,pohon
1257,1161,peringatan
1258,882,kepala
1259,1162,seharusnya
1260,1163,ranting
1261,1164,rapi
1262,1165,hukum
1263,1166,menuju
1264,1167,penopingan
1265,1168,galian
1266,1169,pohon
1267,1170,lawan
1268,1171,stop
1269,1172,stop
1270,1173,hancur
1271,1174,saluran
1272,1175,sebelah
1273,1176,penopingan
1274,1177,masjid
1275,1178,bantuannya
1276,1179,sampe
1277,1180,mesin
1278,1181,membersihkan
1279,1182,pondok
1280,1183,anak
1281,1184,rimbun
1282,1185,dimana
1283,1186,rindang
1284,1187,warung
1285,1188,menganggu
1286,1189,sda
1287,1190,pemangkasan
1288,1191,tl
1289,1192,pembatas
1290,1193,cat
1291,1194,motor
1292,1195,kanstin
1293,1196,roda
1294,1197,hati
1295,1198,tunggu
1296,1199,salah
1297,1200,pohon
1298,1201,bpk
1299,1202,melaporkan
1300,1203,sarang
1301,1204,mobil
1302,1205,sisi
1303,1206,transjakarta
1304,1207,ganggu
1305,58,rawamangun
1306,1208,toping
1307,1209,fasilitas
1308,1210,pangkas
1309,1211,separator
1310,1212,transjakarta
1311,1213,serta
1312,1214,bermain
1313,1215,lama
1314,1216,anak
1315,1217,titik
1316,1217,titik
1317,1218,ditindak
1318,1219,tempat
1319,1220,semakin
1320,1221,suara
1321,128,ditemukan
1322,1222,memakan
1323,1223,abal
1324,128,ditemukan
1325,128,ditemukan
1326,1224,kemarin
1327,1225,mana
1328,1226,digunakan
1329,1227,sengaja
1330,1228,ogah
1331,128,ditemukan
1332,1229,ga
1333,1230,batu
1334,1231,plang
1335,1232,circlekstores
1336,1233,melihat
1337,1234,abal
1338,1235,dilakukan
1339,128,ditemukan
1340,1236,besi
1341,1237,amblas
1342,1238,ditemukan
1343,1239,pedagang
1344,1240,gimana
1345,61,penertiban
1346,1241,pemangkasan
1347,61,penertiban
1348,1242,setoran
1349,61,penertiban
1350,61,penertiban
1351,1243,buang
1352,1244,masih
1353,1245,pemprov
1354,1246,kabel
1355,307,penertiban
1356,1247,kalian
1357,1248,bocor
1358,1249,pak
1359,1250,udara
1360,1251,menjuntai
1361,1252,ayat
1362,305,penertiban
1363,305,penertiban
1364,305,penertiban
1365,1253,bahu
1366,1254,jpo
1367,61,penertiban
1368,61,penertiban
1369,61,penertiban
1370,61,penertiban
1371,61,penertiban
1372,305,penertiban
1373,61,penertiban
1374,61,penertiban
1375,61,penertiban
1376,1255,jpo
1377,1256,buang
1378,1257,galian
1379,1258,dibenahi
1380,1259,coretan
1381,1260,kandang
1382,1261,pekerjaan
1383,1262,melakukan
1384,1263,bantuannya
1385,1264,selokan
1386,1265,sumber
1387,1266,kebiasaan
1388,1267,liar
1389,1268,beton
1390,1269,jatuh
1391,1270,pohon
1392,1271,kabel
1393,1272,tiap
1394,1273,sore
1395,1274,quot
1396,1275,angkut
1397,1276,terminal
1398,1277,banget
1399,1278,tebang
1400,1698,pelanggaran
1401,1279,toping
1402,1698,pelanggaran
1403,1698,pelanggaran
1404,1280,melewati
1405,1281,ngetem
1406,592,ditambah
1407,1282,dibuang
1408,1283,jalannya
1409,1284,skpd
1410,1285,kabel
1411,1286,antrian
1412,1287,bajaj
1413,1288,sk
1414,1289,sampai
1415,1290,berjualan
1416,1291,musim
1417,1292,rata
1418,1293,diasphal
1419,1259,coretan
1420,1294,hijau
1421,1295,nya
1422,1296,sebelah
1423,1297,dipakai
1424,1298,pelanggaran
1425,1299,kucing
1426,1300,sibuk
1427,1301,batu
1428,1302,bangun
1429,1303,daun
1430,1304,diangkat
1431,1305,wajib
1432,1306,pejalan
1433,1307,berserakan
1434,1308,pedestrian
1435,1309,berantakan
1436,1310,berserakan
1437,1311,diperbaiki
1438,1312,ranting
1439,1313,satpol
1440,1314,pam
1441,1315,air
1442,1316,diatas
1443,1317,pajak
1444,1318,ambil
1445,1319,tanaman
1446,1320,jalannya
1447,1321,daun
1448,1322,pju
1449,1323,ambil
1450,1324,karung
1451,1325,digunakan
1452,1326,stop
1453,1327,dibongkar
1454,1328,ganti
1455,1329,got
1456,1330,tutup
1457,1331,padam
1458,1332,sejak
1459,1333,pju
1460,1334,lubang
1461,1335,nih
1462,1336,mobil
1463,1337,rapi
1464,1338,anak
1465,1339,dikerjakan
1466,1340,apabila
1467,1341,pengguna
1468,1342,pelanggaran
1469,1343,sda
1470,1344,cempaka
1471,1345,poster
1472,1346,foto
1473,1347,bermotor
1474,1348,bahu
1475,61,penertiban
1476,1349,indonesia
1477,1350,hingga
1478,1351,menjuntai
1479,1352,uang
1480,1353,dibuat
1481,1354,no
1482,1355,proyek
1483,1356,sama
1484,1357,unit
1485,1358,ayat
1486,1359,kembali
1487,1360,citata
1488,1361,sebagian
1489,1362,musim
1490,1363,liar
1491,1364,kawasan
1492,1365,arus
1493,1366,lantai
1494,1367,sda
1495,1368,berikut
1496,1369,hujan
1497,1370,daerah
1498,1371,buang
1499,1372,jangan
1500,1373,perhatian
1501,1374,bau
1502,1375,parah
1503,1376,trotoar
1504,1377,lancar
1505,1378,selama
1506,1379,tidur
1507,1380,terlihat
1508,1381,bahu
1509,1382,liar
1510,1383,mati
1511,1384,taman
1512,33,terimakasih
1513,1385,hancur
1514,1386,jaya
1515,1387,aja
1516,1388,seluruh
1517,1389,utk
1518,1390,blok
1519,1391,jaya
1520,1392,utk
1521,1392,utk
1522,1393,lumpur
1523,1394,nyaman
1524,1395,tertentu
1525,1396,lalin
1526,1397,berserakan
1527,1398,mampet
1528,1399,efek
1529,1400,sda
1530,1401,publik
1531,1401,publik
1532,1392,utk
1533,215,parkir
1534,1402,diangkat
1535,1403,daun
1536,1404,tebang
1537,1405,contoh
1538,1406,contoh
1539,1407,pas
1540,1408,ruko
1541,1409,gerobak
1542,1410,tumpukan
1543,1411,bendera
1544,1412,boleh
1545,305,penertiban
1546,1413,bermain
1547,1414,mobil
1548,1415,mobil
1549,1416,proyek
1550,1417,plastik
1551,1418,daun
1552,1419,sal
1553,1420,pedestrian
1554,1421,dikarenakan
1555,1422,pkl
1556,1423,penerangan
1557,1424,tl
1558,1425,dilaporkan
1559,1426,lima
1560,1427,truk
1561,1428,sisi
1562,1429,dong
1563,1430,ojol
1564,1431,mobil
1565,1432,suara
1566,1433,rendah
1567,58,rawamangun
1568,1434,berikan
1569,1435,tanda
